"","Description","Chromosome.Name","Gene.Start..bp.","Gene.End..bp.","Associated.Gene.Name","Gene.Biotype","symbol","id"
"ENSG00000117322","complement component (3d/Epstein Barr virus) receptor 2 [Source:HGNC Symbol;Acc:2336]","1",207627575,207663240,"CR2","protein_coding","CR2","ENSG00000117322"
"ENSG00000203710","complement component (3b/4b) receptor 1 (Knops blood group) [Source:HGNC Symbol;Acc:2334]","1",207669492,207813992,"CR1","protein_coding","CR1","ENSG00000203710"
"ENSG00000117335","CD46 molecule, complement regulatory protein [Source:HGNC Symbol;Acc:6953]","1",207925402,207968858,"CD46","protein_coding","CD46","ENSG00000117335"
"ENSG00000123689","G0/G1switch 2 [Source:HGNC Symbol;Acc:30229]","1",209848765,209849733,"G0S2","protein_coding","G0S2","ENSG00000123689"
"ENSG00000009790","TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:30766]","1",209929377,209955668,"TRAF3IP3","protein_coding","TRAF3IP3","ENSG00000009790"
"ENSG00000117597","digestive organ expansion factor homolog (zebrafish) [Source:HGNC Symbol;Acc:28440]","1",210001352,210030910,"DIEXF","protein_coding","DIEXF","ENSG00000117597"
"ENSG00000117625","REST corepressor 3 [Source:HGNC Symbol;Acc:25594]","1",211431719,211489727,"RCOR3","protein_coding","RCOR3","ENSG00000117625"
"ENSG00000082512","TNF receptor-associated factor 5 [Source:HGNC Symbol;Acc:12035]","1",211499957,211548288,"TRAF5","protein_coding","TRAF5","ENSG00000082512"
"ENSG00000170385","solute carrier family 30 (zinc transporter), member 1 [Source:HGNC Symbol;Acc:11012]","1",211744910,211752084,"SLC30A1","protein_coding","SLC30A1","ENSG00000170385"
"ENSG00000123684","lysophosphatidylglycerol acyltransferase 1 [Source:HGNC Symbol;Acc:28985]","1",211916799,212004114,"LPGAT1","protein_coding","LPGAT1","ENSG00000123684"
"ENSG00000143493","integrator complex subunit 7 [Source:HGNC Symbol;Acc:24484]","1",212113741,212208884,"INTS7","protein_coding","INTS7","ENSG00000143493"
"ENSG00000143476","denticleless E3 ubiquitin protein ligase homolog (Drosophila) [Source:HGNC Symbol;Acc:30288]","1",212208919,212280742,"DTL","protein_coding","DTL","ENSG00000143476"
"ENSG00000066027","protein phosphatase 2, regulatory subunit B', alpha [Source:HGNC Symbol;Acc:9309]","1",212458879,212535200,"PPP2R5A","protein_coding","PPP2R5A","ENSG00000066027"
"ENSG00000065600","transmembrane protein 206 [Source:HGNC Symbol;Acc:25593]","1",212537273,212588243,"TMEM206","protein_coding","TMEM206","ENSG00000065600"
"ENSG00000117691","neudesin neurotrophic factor [Source:HGNC Symbol;Acc:30384]","1",212606229,212619714,"NENF","protein_coding","NENF","ENSG00000117691"
"ENSG00000162772","activating transcription factor 3 [Source:HGNC Symbol;Acc:785]","1",212738676,212794119,"ATF3","protein_coding","ATF3","ENSG00000162772"
"ENSG00000123685","basic leucine zipper transcription factor, ATF-like 3 [Source:HGNC Symbol;Acc:28915]","1",212859760,212873327,"BATF3","protein_coding","BATF3","ENSG00000123685"
"ENSG00000117697","NSL1, MIS12 kinetochore complex component [Source:HGNC Symbol;Acc:24548]","1",212899495,212965124,"NSL1","protein_coding","NSL1","ENSG00000117697"
"ENSG00000203705","TatD DNase domain containing 3 [Source:HGNC Symbol;Acc:27010]","1",212965170,212989968,"TATDN3","protein_coding","TATDN3","ENSG00000203705"
"ENSG00000174606","angel homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:30534]","1",213165524,213189168,"ANGEL2","protein_coding","ANGEL2","ENSG00000174606"
"ENSG00000143499","SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:20982]","1",214454445,214510474,"SMYD2","protein_coding","SMYD2","ENSG00000143499"
"ENSG00000117724","centromere protein F, 350/400kDa [Source:HGNC Symbol;Acc:1857]","1",214776538,214837931,"CENPF","protein_coding","CENPF","ENSG00000117724"
"ENSG00000092978","G patch domain containing 2 [Source:HGNC Symbol;Acc:25499]","1",217600334,217804424,"GPATCH2","protein_coding","GPATCH2","ENSG00000092978"
"ENSG00000067533","ribosomal RNA processing 15 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24255]","1",218458629,218511325,"RRP15","protein_coding","RRP15","ENSG00000067533"
"ENSG00000143353","lysophospholipase-like 1 [Source:HGNC Symbol;Acc:20440]","1",219347186,219386207,"LYPLAL1","protein_coding","LYPLAL1","ENSG00000143353"
"ENSG00000136628","glutamyl-prolyl-tRNA synthetase [Source:HGNC Symbol;Acc:3418]","1",220141943,220220000,"EPRS","protein_coding","EPRS","ENSG00000136628"
"ENSG00000162813","3'(2'), 5'-bisphosphate nucleotidase 1 [Source:HGNC Symbol;Acc:1096]","1",220230824,220263804,"BPNT1","protein_coding","BPNT1","ENSG00000162813"
"ENSG00000067704","isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:29685]","1",220267444,220321380,"IARS2","protein_coding","IARS2","ENSG00000067704"
"ENSG00000118873","RAB3 GTPase activating protein subunit 2 (non-catalytic) [Source:HGNC Symbol;Acc:17168]","1",220321635,220445796,"RAB3GAP2","protein_coding","RAB3GAP2","ENSG00000118873"
"ENSG00000186205","mitochondrial amidoxime reducing component 1 [Source:HGNC Symbol;Acc:26189]","1",220960101,220987735,"1-Mar","protein_coding","1-Mar","ENSG00000186205"
"ENSG00000136630","H2.0-like homeobox [Source:HGNC Symbol;Acc:4978]","1",221051699,221058401,"HLX","protein_coding","HLX","ENSG00000136630"
"ENSG00000143507","dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:3065]","1",221874766,221915518,"DUSP10","protein_coding","DUSP10","ENSG00000143507"
"ENSG00000154305","melanoma inhibitory activity family, member 3 [Source:HGNC Symbol;Acc:24008]","1",222791428,222841354,"MIA3","protein_coding","MIA3","ENSG00000154305"
"ENSG00000186063","axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:25761]","1",222841355,222886552,"AIDA","protein_coding","AIDA","ENSG00000186063"
"ENSG00000162819","BRO1 domain and CAAX motif containing [Source:HGNC Symbol;Acc:26512]","1",222885895,222908538,"BROX","protein_coding","BROX","ENSG00000162819"
"ENSG00000228106","","1",222988364,223010726,"RP11-452F19.3","lincRNA","RP11-452F19.3","ENSG00000228106"
"ENSG00000187554","toll-like receptor 5 [Source:HGNC Symbol;Acc:11851]","1",223282748,223316624,"TLR5","protein_coding","TLR5","ENSG00000187554"
"ENSG00000162909","calpain 2, (m/II) large subunit [Source:HGNC Symbol;Acc:1479]","1",223889295,223963720,"CAPN2","protein_coding","CAPN2","ENSG00000162909"
"ENSG00000143756","F-box protein 28 [Source:HGNC Symbol;Acc:29046]","1",224301789,224349749,"FBXO28","protein_coding","FBXO28","ENSG00000143756"
"ENSG00000143753","delta(4)-desaturase, sphingolipid 1 [Source:HGNC Symbol;Acc:13709]","1",224363458,224381143,"DEGS1","protein_coding","DEGS1","ENSG00000143753"
"ENSG00000143771","cornichon family AMPA receptor auxiliary protein 4 [Source:HGNC Symbol;Acc:25013]","1",224544552,224567161,"CNIH4","protein_coding","CNIH4","ENSG00000143771"
"ENSG00000162923","WD repeat domain 26 [Source:HGNC Symbol;Acc:21208]","1",224572845,224624735,"WDR26","protein_coding","WDR26","ENSG00000162923"
"ENSG00000143815","lamin B receptor [Source:HGNC Symbol;Acc:6518]","1",225589204,225616627,"LBR","protein_coding","LBR","ENSG00000143815"
"ENSG00000143742","signal recognition particle 9kDa [Source:HGNC Symbol;Acc:11304]","1",225965531,225978168,"SRP9","protein_coding","SRP9","ENSG00000143742"
"ENSG00000242861","","1",226028584,226034223,"RP11-285F7.2","antisense","RP11-285F7.2","ENSG00000242861"
"ENSG00000196187","transmembrane protein 63A [Source:HGNC Symbol;Acc:29118]","1",226033237,226070069,"TMEM63A","protein_coding","TMEM63A","ENSG00000196187"
"ENSG00000143811","pyrroline-5-carboxylate reductase family, member 2 [Source:HGNC Symbol;Acc:30262]","1",226107578,226111978,"PYCR2","protein_coding","PYCR2","ENSG00000143811"
"ENSG00000143751","SDE2 telomere maintenance homolog (S. pombe) [Source:HGNC Symbol;Acc:26643]","1",226170403,226187032,"SDE2","protein_coding","SDE2","ENSG00000143751"
"ENSG00000163041","H3 histone, family 3A [Source:HGNC Symbol;Acc:4764]","1",226249552,226259702,"H3F3A","protein_coding","H3F3A","ENSG00000163041"
"ENSG00000182827","acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:15453]","1",226332380,226374431,"ACBD3","protein_coding","ACBD3","ENSG00000182827"
"ENSG00000143799","poly (ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:270]","1",226548392,226595780,"PARP1","protein_coding","PARP1","ENSG00000143799"
"ENSG00000143772","inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:6179]","1",226819391,226927024,"ITPKB","protein_coding","ITPKB","ENSG00000143772"
"ENSG00000163050","aarF domain containing kinase 3 [Source:HGNC Symbol;Acc:16812]","1",227085237,227175246,"ADCK3","protein_coding","ADCK3","ENSG00000163050"
"ENSG00000143740","synaptosomal-associated protein, 47kDa [Source:HGNC Symbol;Acc:30669]","1",227916240,227968927,"SNAP47","protein_coding","SNAP47","ENSG00000143740"
"ENSG00000081692","jumonji domain containing 4 [Source:HGNC Symbol;Acc:25724]","1",227918126,227923112,"JMJD4","protein_coding","JMJD4","ENSG00000081692"
"ENSG00000143761","ADP-ribosylation factor 1 [Source:HGNC Symbol;Acc:652]","1",228270361,228286912,"ARF1","protein_coding","ARF1","ENSG00000143761"
"ENSG00000143793","chromosome 1 open reading frame 35 [Source:HGNC Symbol;Acc:19032]","1",228288427,228293112,"C1orf35","protein_coding","C1orf35","ENSG00000143793"
"ENSG00000162910","mitochondrial ribosomal protein L55 [Source:HGNC Symbol;Acc:16686]","1",228294380,228297013,"MRPL55","protein_coding","MRPL55","ENSG00000162910"
"ENSG00000143774","guanylate kinase 1 [Source:HGNC Symbol;Acc:4693]","1",228327663,228336685,"GUK1","protein_coding","GUK1","ENSG00000143774"
"ENSG00000181873","IBA57, iron-sulfur cluster assembly homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:27302]","1",228353516,228369958,"IBA57","protein_coding","IBA57","ENSG00000181873"
"ENSG00000154370","tripartite motif containing 11 [Source:HGNC Symbol;Acc:16281]","1",228581374,228594541,"TRIM11","protein_coding","TRIM11","ENSG00000154370"
"ENSG00000168159","ring finger protein 187 [Source:HGNC Symbol;Acc:27146]","1",228674762,228683467,"RNF187","protein_coding","RNF187","ENSG00000168159"
"ENSG00000116574","ras homolog family member U [Source:HGNC Symbol;Acc:17794]","1",228870824,228882416,"RHOU","protein_coding","RHOU","ENSG00000116574"
"ENSG00000168118","RAB4A, member RAS oncogene family [Source:HGNC Symbol;Acc:9781]","1",229406822,229441641,"RAB4A","protein_coding","RAB4A","ENSG00000168118"
"ENSG00000154429","centriole, cilia and spindle-associated protein [Source:HGNC Symbol;Acc:29578]","1",229456758,229479041,"CCSAP","protein_coding","CCSAP","ENSG00000154429"
"ENSG00000135776","ATP-binding cassette, sub-family B (MDR/TAP), member 10 [Source:HGNC Symbol;Acc:41]","1",229652329,229694442,"ABCB10","protein_coding","ABCB10","ENSG00000135776"
"ENSG00000143641","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2) [Source:HGNC Symbol;Acc:4124]","1",230193536,230417870,"GALNT2","protein_coding","GALNT2","ENSG00000143641"
"ENSG00000135775","component of oligomeric golgi complex 2 [Source:HGNC Symbol;Acc:6546]","1",230778235,230829728,"COG2","protein_coding","COG2","ENSG00000135775"
"ENSG00000143643","tetratricopeptide repeat domain 13 [Source:HGNC Symbol;Acc:26204]","1",231041989,231114621,"TTC13","protein_coding","TTC13","ENSG00000143643"
"ENSG00000173409","ARV1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29561]","1",231114727,231136341,"ARV1","protein_coding","ARV1","ENSG00000173409"
"ENSG00000143633","chromosome 1 open reading frame 131 [Source:HGNC Symbol;Acc:25332]","1",231359509,231376933,"C1orf131","protein_coding","C1orf131","ENSG00000143633"
"ENSG00000116906","glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:4416]","1",231376953,231413719,"GNPAT","protein_coding","GNPAT","ENSG00000116906"
"ENSG00000010072","SprT-like N-terminal domain [Source:HGNC Symbol;Acc:25356]","1",231472850,231490769,"SPRTN","protein_coding","SPRTN","ENSG00000010072"
"ENSG00000135766","egl-9 family hypoxia-inducible factor 1 [Source:HGNC Symbol;Acc:1232]","1",231499497,231560790,"EGLN1","protein_coding","EGLN1","ENSG00000135766"
"ENSG00000233461","","1",231658134,231664302,"RP11-295G20.2","antisense","RP11-295G20.2","ENSG00000233461"
"ENSG00000116918","translin-associated factor X [Source:HGNC Symbol;Acc:12380]","1",231664399,231702270,"TSNAX","protein_coding","TSNAX","ENSG00000116918"
"ENSG00000162946","disrupted in schizophrenia 1 [Source:HGNC Symbol;Acc:2888]","1",231762561,232177018,"DISC1","protein_coding","DISC1","ENSG00000162946"
"ENSG00000135778","nucleoside-triphosphatase, cancer-related [Source:HGNC Symbol;Acc:28204]","1",233086351,233119628,"NTPCR","protein_coding","NTPCR","ENSG00000135778"
"ENSG00000231663","","1",234508553,234509339,"RP5-827C21.4","antisense","RP5-827C21.4","ENSG00000231663"
"ENSG00000168275","cytochrome c oxidase assembly factor 6 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:18025]","1",234509202,234519795,"COA6","protein_coding","COA6","ENSG00000168275"
"ENSG00000059588","TAR (HIV-1) RNA binding protein 1 [Source:HGNC Symbol;Acc:11568]","1",234527059,234614849,"TARBP1","protein_coding","TARBP1","ENSG00000059588"
"ENSG00000168264","interferon regulatory factor 2 binding protein 2 [Source:HGNC Symbol;Acc:21729]","1",234740015,234745271,"IRF2BP2","protein_coding","IRF2BP2","ENSG00000168264"
"ENSG00000238005","","1",235093089,235105809,"RP11-443B7.1","lincRNA","RP11-443B7.1","ENSG00000238005"
"ENSG00000173726","translocase of outer mitochondrial membrane 20 homolog (yeast) [Source:HGNC Symbol;Acc:20947]","1",235272651,235292251,"TOMM20","protein_coding","TOMM20","ENSG00000173726"
"ENSG00000054267","AT rich interactive domain 4B (RBP1-like) [Source:HGNC Symbol;Acc:15550]","1",235294949,235491534,"ARID4B","protein_coding","ARID4B","ENSG00000054267"
"ENSG00000152904","geranylgeranyl diphosphate synthase 1 [Source:HGNC Symbol;Acc:4249]","1",235490665,235507847,"GGPS1","protein_coding","GGPS1","ENSG00000152904"
"ENSG00000143669","lysosomal trafficking regulator [Source:HGNC Symbol;Acc:1968]","1",235824341,236046940,"LYST","protein_coding","LYST","ENSG00000143669"
"ENSG00000116962","nidogen 1 [Source:HGNC Symbol;Acc:7821]","1",236139130,236228462,"NID1","protein_coding","NID1","ENSG00000116962"
"ENSG00000077585","G protein-coupled receptor 137B [Source:HGNC Symbol;Acc:11862]","1",236305832,236385165,"GPR137B","protein_coding","GPR137B","ENSG00000077585"
"ENSG00000086619","ERO1-like beta (S. cerevisiae) [Source:HGNC Symbol;Acc:14355]","1",236378855,236445319,"ERO1LB","protein_coding","ERO1LB","ENSG00000086619"
"ENSG00000116977","lectin, galactoside-binding, soluble, 8 [Source:HGNC Symbol;Acc:6569]","1",236681300,236716281,"LGALS8","protein_coding","LGALS8","ENSG00000116977"
"ENSG00000119285","HEAT repeat containing 1 [Source:HGNC Symbol;Acc:25517]","1",236712305,236767804,"HEATR1","protein_coding","HEATR1","ENSG00000119285"
"ENSG00000116984","5-methyltetrahydrofolate-homocysteine methyltransferase [Source:HGNC Symbol;Acc:7468]","1",236958610,237067281,"MTR","protein_coding","MTR","ENSG00000116984"
"ENSG00000091483","fumarate hydratase [Source:HGNC Symbol;Acc:3700]","1",241660903,241683061,"FH","protein_coding","FH","ENSG00000091483"
"ENSG00000117009","kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) [Source:HGNC Symbol;Acc:6381]","1",241695434,241758944,"KMO","protein_coding","KMO","ENSG00000117009"
"ENSG00000054277","opsin 3 [Source:HGNC Symbol;Acc:14007]","1",241753404,241840678,"OPN3","protein_coding","OPN3","ENSG00000054277"
"ENSG00000203668","choroideremia-like (Rab escort protein 2) [Source:HGNC Symbol;Acc:1941]","1",241792155,241799232,"CHML","protein_coding","CHML","ENSG00000203668"
"ENSG00000143702","centrosomal protein 170kDa [Source:HGNC Symbol;Acc:28920]","1",243287730,243418650,"CEP170","protein_coding","CEP170","ENSG00000143702"
"ENSG00000054282","serologically defined colon cancer antigen 8 [Source:HGNC Symbol;Acc:10671]","1",243419320,243663394,"SDCCAG8","protein_coding","SDCCAG8","ENSG00000054282"
"ENSG00000179456","zinc finger and BTB domain containing 18 [Source:HGNC Symbol;Acc:13030]","1",244214585,244220778,"ZBTB18","protein_coding","ZBTB18","ENSG00000179456"
"ENSG00000035687","adenylosuccinate synthase [Source:HGNC Symbol;Acc:292]","1",244571796,244615436,"ADSS","protein_coding","ADSS","ENSG00000035687"
"ENSG00000121644","desumoylating isopeptidase 2 [Source:HGNC Symbol;Acc:24264]","1",244816237,244872335,"DESI2","protein_coding","DESI2","ENSG00000121644"
"ENSG00000203667","COX20 cytochrome C oxidase assembly factor [Source:HGNC Symbol;Acc:26970]","1",244998624,245008359,"COX20","protein_coding","COX20","ENSG00000203667"
"ENSG00000188206","HNRNPU antisense RNA 1 [Source:HGNC Symbol;Acc:27651]","1",245003940,245018799,"HNRNPU-AS1","antisense","HNRNPU-AS1","ENSG00000188206"
"ENSG00000153187","heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A) [Source:HGNC Symbol;Acc:5048]","1",245014468,245027844,"HNRNPU","protein_coding","HNRNPU","ENSG00000153187"
"ENSG00000203666","EF-hand calcium binding domain 2 [Source:HGNC Symbol;Acc:28166]","1",245133007,245290466,"EFCAB2","protein_coding","EFCAB2","ENSG00000203666"
"ENSG00000185420","SET and MYND domain containing 3 [Source:HGNC Symbol;Acc:15513]","1",245912642,246670614,"SMYD3","protein_coding","SMYD3","ENSG00000185420"
"ENSG00000162851","transcription factor B2, mitochondrial [Source:HGNC Symbol;Acc:18559]","1",246703862,246729626,"TFB2M","protein_coding","TFB2M","ENSG00000162851"
"ENSG00000162852","consortin, connexin sorting protein [Source:HGNC Symbol;Acc:26486]","1",246729746,246831886,"CNST","protein_coding","CNST","ENSG00000162852"
"ENSG00000143653","saccharopine dehydrogenase (putative) [Source:HGNC Symbol;Acc:24275]","1",246887349,246931439,"SCCPDH","protein_coding","SCCPDH","ENSG00000143653"
"ENSG00000153207","AT hook containing transcription factor 1 [Source:HGNC Symbol;Acc:24618]","1",247002400,247095280,"AHCTF1","protein_coding","AHCTF1","ENSG00000153207"
"ENSG00000188295","zinc finger protein 669 [Source:HGNC Symbol;Acc:25736]","1",247263264,247267674,"ZNF669","protein_coding","ZNF669","ENSG00000188295"
"ENSG00000196418","zinc finger protein 124 [Source:HGNC Symbol;Acc:12907]","1",247285277,247335318,"ZNF124","protein_coding","ZNF124","ENSG00000196418"
"ENSG00000259865","","1",247350583,247351828,"RP11-488L18.10","lincRNA","RP11-488L18.10","ENSG00000259865"
"ENSG00000162711","NLR family, pyrin domain containing 3 [Source:HGNC Symbol;Acc:16400]","1",247579458,247612410,"NLRP3","protein_coding","NLRP3","ENSG00000162711"
"ENSG00000162722","tripartite motif containing 58 [Source:HGNC Symbol;Acc:24150]","1",248020501,248041507,"TRIM58","protein_coding","TRIM58","ENSG00000162722"
"ENSG00000175137","SH3-binding domain protein 5-like [Source:HGNC Symbol;Acc:29360]","1",249104648,249120832,"SH3BP5L","protein_coding","SH3BP5L","ENSG00000175137"
"ENSG00000171161","zinc finger protein 672 [Source:HGNC Symbol;Acc:26179]","1",249132409,249143716,"ZNF672","protein_coding","ZNF672","ENSG00000171161"
"ENSG00000035115","SH3 and SYLF domain containing 1 [Source:HGNC Symbol;Acc:29546]","2",217730,266398,"SH3YL1","protein_coding","SH3YL1","ENSG00000035115"
"ENSG00000143727","acid phosphatase 1, soluble [Source:HGNC Symbol;Acc:122]","2",264140,278283,"ACP1","protein_coding","ACP1","ENSG00000143727"
"ENSG00000151353","transmembrane protein 18 [Source:HGNC Symbol;Acc:25257]","2",667335,677439,"TMEM18","protein_coding","TMEM18","ENSG00000151353"
"ENSG00000032389","tumor suppressing subtransferable candidate 1 [Source:HGNC Symbol;Acc:12383]","2",3192696,3381653,"TSSC1","protein_coding","TSSC1","ENSG00000032389"
"ENSG00000171853","trafficking protein particle complex 12 [Source:HGNC Symbol;Acc:24284]","2",3383446,3488865,"TRAPPC12","protein_coding","TRAPPC12","ENSG00000171853"
"ENSG00000182551","acireductone dioxygenase 1 [Source:HGNC Symbol;Acc:30576]","2",3501132,3523507,"ADI1","protein_coding","ADI1","ENSG00000182551"
"ENSG00000171865","ribonuclease H1 [Source:HGNC Symbol;Acc:18466]","2",3592383,3606206,"RNASEH1","protein_coding","RNASEH1","ENSG00000171865"
"ENSG00000234171","RNASEH1 antisense RNA 1 [Source:HGNC Symbol;Acc:49289]","2",3606082,3609324,"RNASEH1-AS1","antisense","RNASEH1-AS1","ENSG00000234171"
"ENSG00000171863","ribosomal protein S7 [Source:HGNC Symbol;Acc:10440]","2",3622795,3628509,"RPS7","protein_coding","RPS7","ENSG00000171863"
"ENSG00000134326","cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial [Source:HGNC Symbol;Acc:27015]","2",6980701,7006766,"CMPK2","protein_coding","CMPK2","ENSG00000134326"
"ENSG00000235576","","2",7865932,7870836,"AC092580.4","lincRNA","AC092580.4","ENSG00000235576"
"ENSG00000115738","inhibitor of DNA binding 2, dominant negative helix-loop-helix protein [Source:HGNC Symbol;Acc:5361]","2",8818975,8824583,"ID2","protein_coding","ID2","ENSG00000115738"
"ENSG00000134313","kinase D-interacting substrate, 220kDa [Source:HGNC Symbol;Acc:29508]","2",8865408,8977760,"KIDINS220","protein_coding","KIDINS220","ENSG00000134313"
"ENSG00000143797","membrane bound O-acyltransferase domain containing 2 [Source:HGNC Symbol;Acc:25193]","2",8992820,9143942,"MBOAT2","protein_coding","MBOAT2","ENSG00000143797"
"ENSG00000119185","integrin beta 1 binding protein 1 [Source:HGNC Symbol;Acc:23927]","2",9543604,9563676,"ITGB1BP1","protein_coding","ITGB1BP1","ENSG00000119185"
"ENSG00000119203","cleavage and polyadenylation specific factor 3, 73kDa [Source:HGNC Symbol;Acc:2326]","2",9563697,9613230,"CPSF3","protein_coding","CPSF3","ENSG00000119203"
"ENSG00000134330","isoamyl acetate-hydrolyzing esterase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:27696]","2",9613787,9636672,"IAH1","protein_coding","IAH1","ENSG00000134330"
"ENSG00000151694","ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:195]","2",9628615,9695921,"ADAM17","protein_coding","ADAM17","ENSG00000151694"
"ENSG00000134308","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta [Source:HGNC Symbol;Acc:12854]","2",9724101,9771143,"YWHAQ","protein_coding","YWHAQ","ENSG00000134308"
"ENSG00000115750","TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa [Source:HGNC Symbol;Acc:11533]","2",9983483,10074545,"TAF1B","protein_coding","TAF1B","ENSG00000115750"
"ENSG00000260077","","2",10179219,10180790,"RP11-254F7.2","lincRNA","RP11-254F7.2","ENSG00000260077"
"ENSG00000172059","Kruppel-like factor 11 [Source:HGNC Symbol;Acc:11811]","2",10182976,10194963,"KLF11","protein_coding","KLF11","ENSG00000172059"
"ENSG00000171848","ribonucleotide reductase M2 [Source:HGNC Symbol;Acc:10452]","2",10262455,10271545,"RRM2","protein_coding","RRM2","ENSG00000171848"
"ENSG00000115756","hippocalcin-like 1 [Source:HGNC Symbol;Acc:5145]","2",10443015,10567743,"HPCAL1","protein_coding","HPCAL1","ENSG00000115756"
"ENSG00000115758","ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:8109]","2",10580094,10588630,"ODC1","protein_coding","ODC1","ENSG00000115758"
"ENSG00000115761","nucleolar protein 10 [Source:HGNC Symbol;Acc:25862]","2",10710892,10830101,"NOL10","protein_coding","NOL10","ENSG00000115761"
"ENSG00000143870","protein disulfide isomerase family A, member 6 [Source:HGNC Symbol;Acc:30168]","2",10923517,10978103,"PDIA6","protein_coding","PDIA6","ENSG00000143870"
"ENSG00000162976","PQ loop repeat containing 3 [Source:HGNC Symbol;Acc:28503]","2",11295324,11319000,"PQLC3","protein_coding","PQLC3","ENSG00000162976"
"ENSG00000134318","Rho-associated, coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:10252]","2",11319887,11488456,"ROCK2","protein_coding","ROCK2","ENSG00000134318"
"ENSG00000134324","lipin 1 [Source:HGNC Symbol;Acc:13345]","2",11817721,11967535,"LPIN1","protein_coding","LPIN1","ENSG00000134324"
"ENSG00000224184","","2",11988748,12718474,"AC096559.1","lincRNA","AC096559.1","ENSG00000224184"
"ENSG00000071575","tribbles pseudokinase 2 [Source:HGNC Symbol;Acc:30809]","2",12857015,12882860,"TRIB2","protein_coding","TRIB2","ENSG00000071575"
"ENSG00000079785","DEAD (Asp-Glu-Ala-Asp) box helicase 1 [Source:HGNC Symbol;Acc:2734]","2",15731302,15771235,"DDX1","protein_coding","DDX1","ENSG00000079785"
"ENSG00000197872","family with sequence similarity 49, member A [Source:HGNC Symbol;Acc:25373]","2",16730727,16847599,"FAM49A","protein_coding","FAM49A","ENSG00000197872"
"ENSG00000163029","structural maintenance of chromosomes 6 [Source:HGNC Symbol;Acc:20466]","2",17845079,17981509,"SMC6","protein_coding","SMC6","ENSG00000163029"
"ENSG00000240857","retinol dehydrogenase 14 (all-trans/9-cis/11-cis) [Source:HGNC Symbol;Acc:19979]","2",18735989,18741946,"RDH14","protein_coding","RDH14","ENSG00000240857"
"ENSG00000228784","long intergenic non-protein coding RNA 954 [Source:HGNC Symbol;Acc:48668]","2",20068621,20084808,"LINC00954","lincRNA","LINC00954","ENSG00000228784"
"ENSG00000068697","lysosomal protein transmembrane 4 alpha [Source:HGNC Symbol;Acc:6924]","2",20232411,20251789,"LAPTM4A","protein_coding","LAPTM4A","ENSG00000068697"
"ENSG00000115884","syndecan 1 [Source:HGNC Symbol;Acc:10658]","2",20400558,20425194,"SDC1","protein_coding","SDC1","ENSG00000115884"
"ENSG00000055917","pumilio RNA-binding family member 2 [Source:HGNC Symbol;Acc:14958]","2",20448452,20551995,"PUM2","protein_coding","PUM2","ENSG00000055917"
"ENSG00000143878","ras homolog family member B [Source:HGNC Symbol;Acc:668]","2",20646835,20649200,"RHOB","protein_coding","RHOB","ENSG00000143878"
"ENSG00000118960","HCLS1 binding protein 3 [Source:HGNC Symbol;Acc:24979]","2",20760208,20850849,"HS1BP3","protein_coding","HS1BP3","ENSG00000118960"
"ENSG00000118961","chromosome 2 open reading frame 43 [Source:HGNC Symbol;Acc:26145]","2",20883788,21022882,"C2orf43","protein_coding","C2orf43","ENSG00000118961"
"ENSG00000119778","ATPase family, AAA domain containing 2B [Source:HGNC Symbol;Acc:29230]","2",23971534,24149984,"ATAD2B","protein_coding","ATAD2B","ENSG00000119778"
"ENSG00000173960","UBX domain protein 2A [Source:HGNC Symbol;Acc:27265]","2",24150155,24227779,"UBXN2A","protein_coding","UBXN2A","ENSG00000173960"
"ENSG00000119782","FK506 binding protein 1B, 12.6 kDa [Source:HGNC Symbol;Acc:3712]","2",24272571,24286551,"FKBP1B","protein_coding","FKBP1B","ENSG00000119782"
"ENSG00000115128","Pre-mRNA branch site protein p14  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y3B4]","2",24290454,24299313,"SF3B14","protein_coding","SF3B14","ENSG00000115128"
